direction,entry_price,entry_time,exit_price,exit_time,pnl,r_multiple,reason,risk_price,stop_loss,take_profit,window
SELL,4665.87,2026-04-02 07:30:00,4675.121526380242,2026-04-02 08:25:00,-102.32616635134623,-0.9999999999999818,SL,9.251526380242636,4675.121526380242,4645.516641963466,1
SELL,4651.6,2026-04-02 08:35:00,4630.631311251311,2026-04-02 08:40:00,222.86639031323327,2.199999999999971,TP,9.5312221584954,4661.131222158496,4630.631311251311,1
SELL,4590.52,2026-04-02 09:20:00,4606.448582568676,2026-04-02 09:50:00,-103.53156859096532,-0.999999999999984,SL,15.92858256867592,4606.448582568676,4555.477118348914,1
SELL,4597.74,2026-04-02 10:00:00,4611.966538908067,2026-04-02 10:10:00,-102.49625290505934,-1.0000000000000195,SL,14.226538908067317,4611.966538908067,4566.441614402252,1
SELL,4630.54,2026-04-02 11:45:00,4607.914935990361,2026-04-02 13:20:00,223.23683882721204,2.1999999999999726,TP,10.284120004381338,4640.824120004381,4607.914935990361,1
SELL,4618.3,2026-04-02 13:30:00,4627.495904636275,2026-04-02 13:40:00,-103.70365876427758,-0.9999999999999878,SL,9.195904636274575,4627.495904636275,4598.069009800196,1
SELL,4620.08,2026-04-02 13:55:00,4629.210704449999,2026-04-02 14:10:00,-102.66662217663571,-0.9999999999999964,SL,9.130704449999062,4629.210704449999,4599.992450210002,1
SELL,4614.69,2026-04-02 14:30:00,4595.787752792241,2026-04-02 14:40:00,223.60790310071476,2.2000000000000135,TP,8.591930548981125,4623.281930548981,4595.787752792241,1
SELL,4604.18,2026-04-02 14:50:00,4613.261688057306,2026-04-02 15:15:00,-103.87603498587787,-1.0000000000000098,SL,9.081688057305566,4613.261688057306,4584.200286273928,1
SELL,4601.76,2026-04-02 16:00:00,4611.505629250814,2026-04-02 16:05:00,-102.83727463602055,-1.0000000000000242,SL,9.745629250813854,4611.505629250814,4580.31961564821,1
SELL,4587.47,2026-04-02 16:15:00,4598.984281145787,2026-04-02 16:25:00,-101.80890188965664,-0.999999999999988,SL,11.514281145786438,4598.984281145787,4562.13858147927,1
SELL,4599.93,2026-04-02 16:35:00,4612.162619059892,2026-04-02 16:45:00,-100.79081287075809,-0.999999999999968,SL,12.232619059891867,4612.162619059892,4573.018238068238,1
SELL,4635.33,2026-04-06 01:30:00,4644.569569569006,2026-04-06 01:40:00,-99.78290474205727,-1.0000000000000357,SL,9.239569569005322,4644.569569569006,4615.002946948188,1
SELL,4642.43,2026-04-06 01:50:00,4618.370761031529,2026-04-06 01:50:00,217.3271665281943,2.2000000000000144,TP,10.936017712941574,4653.366017712942,4618.370761031529,1
SELL,4646.18,2026-04-06 02:00:00,4616.976941909838,2026-04-06 02:25:00,222.10836419181564,2.2000000000000246,TP,13.274117313709809,4659.45411731371,4616.976941909838,1
SELL,4615.15,2026-04-06 02:35:00,4627.228124400354,2026-04-06 03:15:00,-103.17943100183021,-0.9999999999999706,SL,12.078124400355037,4627.228124400354,4588.578126319218,1
SELL,4616.81,2026-04-06 03:25:00,4627.414320797744,2026-04-06 04:00:00,-102.14763669181853,-1.000000000000035,SL,10.604320797743267,4627.414320797744,4593.4804942449655,1
SELL,4623.21,2026-04-06 04:50:00,4633.443067412862,2026-04-06 05:10:00,-101.12616032489609,-0.9999999999999934,SL,10.233067412861669,4633.443067412862,4600.697251691704,1
SELL,4626.62,2026-04-06 06:20:00,4635.890297867507,2026-04-06 06:50:00,-100.11489872165026,-1.0000000000000246,SL,9.270297867506768,4635.890297867507,4606.225344691485,1
SELL,4663.82,2026-04-06 16:20:00,4670.073830195825,2026-04-06 16:20:00,-99.11374973443169,-1.0000000000000042,SL,6.2538301958256595,4670.073830195825,4650.061573569184,1
SELL,4668.51,2026-04-06 16:30:00,4675.145904607625,2026-04-06 16:30:00,-98.12261223708391,-0.9999999999999689,SL,6.635904607625186,4675.145904607625,4653.9110098632245,1
SELL,4673.61,2026-04-06 16:40:00,4681.100448360656,2026-04-06 16:55:00,-97.14138611471084,-0.9999999999999458,SL,7.490448360656452,4681.100448360656,4657.131013606556,1
SELL,4669.49,2026-04-06 17:05:00,4679.2662375296995,2026-04-06 17:15:00,-96.16997225356958,-1.000000000000006,SL,9.776237529699698,4679.2662375296995,4647.98227743466,1
SELL,4666.84,2026-04-06 18:20:00,4644.975767119813,2026-04-07 04:00:00,209.45819956827174,2.1999999999999833,TP,9.938287672812368,4676.778287672812,4644.975767119813,1
SELL,4644.23,2026-04-07 04:10:00,4651.374352139682,2026-04-07 04:20:00,-97.30285452671504,-0.9999999999999899,SL,7.144352139682341,4651.374352139682,4628.512425292698,1
SELL,4639.22,2026-04-07 04:40:00,4617.217914672648,2026-04-07 04:55:00,211.92561715918788,2.2000000000000037,TP,10.000947876069386,4649.22094787607,4617.217914672648,1
SELL,4628.19,2026-04-07 05:05:00,4638.846112761329,2026-04-07 05:30:00,-98.4490821530377,-0.999999999999969,SL,10.656112761329826,4638.846112761329,4604.746551925074,1
SELL,4641.65,2026-04-07 06:20:00,4649.492979686632,2026-04-07 06:55:00,-97.4645913315153,-1.0000000000000504,SL,7.842979686631738,4649.492979686632,4624.3954446894095,1
SELL,4639.45,2026-04-07 08:40:00,4646.07998471949,2026-04-07 08:55:00,-96.48994541819776,-1.0000000000000264,SL,6.629984719490318,4646.07998471949,4624.864033617121,1
SELL,4644.0,2026-04-07 09:10:00,4650.865646126654,2026-04-07 09:40:00,-95.52504596401583,-1.000000000000027,SL,6.865646126653514,4650.865646126654,4628.895578521362,1
SELL,4648.45,2026-04-07 10:25:00,4654.816855848324,2026-04-07 11:00:00,-94.56979550436839,-0.9999999999999504,SL,6.3668558483244375,4654.816855848324,4634.442917133686,1
SELL,4644.86,2026-04-07 14:25:00,4654.667934526553,2026-04-07 14:35:00,-93.62409754932571,-0.9999999999999609,SL,9.807934526553638,4654.667934526553,4623.282544041582,1
SELL,4658.06,2026-04-07 15:05:00,4666.476630128979,2026-04-07 15:20:00,-92.68785657383941,-1.0000000000000355,SL,8.416630128978497,4666.476630128979,4639.543413716247,1
SELL,4656.56,2026-04-07 15:45:00,4638.080417177606,2026-04-07 16:40:00,201.87415161781732,2.200000000000025,TP,8.399810373815427,4664.959810373816,4638.080417177606,1
SELL,4647.09,2026-04-07 16:50:00,4626.84383913191,2026-04-07 17:00:00,206.31538295340516,2.19999999999998,TP,9.2028003945867,4656.292800394587,4626.84383913191,1
SELL,4621.86,2026-04-07 17:15:00,4632.998014883879,2026-04-07 17:20:00,-95.84287335381026,-1.0000000000000029,SL,11.138014883878864,4632.998014883879,4597.3563672554665,1
SELL,4639.72,2026-04-07 17:55:00,4651.339110236914,2026-04-07 18:15:00,-94.88444462027095,-0.9999999999999902,SL,11.619110236914025,4651.339110236914,4614.157957478789,1
SELL,4785.68,2026-04-08 12:50:00,4793.824569023189,2026-04-08 13:45:00,-93.93560017406608,-0.9999999999999672,SL,8.14456902318879,4793.824569023189,4767.761948148985,1
SELL,4782.32,2026-04-08 14:00:00,4789.3904129424,2026-04-08 14:05:00,-92.99624417232714,-0.999999999999985,SL,7.070412942400359,4789.3904129424,4766.765091526719,1
SELL,4787.1,2026-04-08 14:15:00,4794.16550919623,2026-04-08 14:25:00,-92.06628173061115,-1.0000000000000642,SL,7.0655091962294145,4794.16550919623,4771.555879768295,1
SELL,4787.91,2026-04-08 14:35:00,4795.022348712867,2026-04-08 14:45:00,-91.14561891329707,-0.9999999999999774,SL,7.112348712867221,4795.022348712867,4772.262832831692,1
SELL,4792.81,2026-04-08 15:20:00,4776.060045788792,2026-04-08 15:20:00,198.5151579931645,2.199999999999988,TP,7.613615550549225,4800.42361555055,4776.060045788792,1
SELL,4783.93,2026-04-08 15:30:00,4793.215974632872,2026-04-08 15:30:00,-92.21931430409596,-0.9999999999999799,SL,9.285974632871516,4793.215974632872,4763.500855807683,1
SELL,4792.92,2026-04-08 16:15:00,4775.478658365061,2026-04-08 16:30:00,200.85366655432193,2.199999999999966,TP,7.92788256133599,4800.847882561336,4775.478658365061,1
SELL,4777.15,2026-04-08 16:40:00,4786.368556627905,2026-04-08 16:45:00,-93.30565782660335,-1.0000000000000353,SL,9.21855662790462,4786.368556627905,4756.869175418609,1
SELL,4771.87,2026-04-08 16:55:00,4781.818939107692,2026-04-08 17:00:00,-92.37260124833809,-1.0000000000000442,SL,9.948939107691801,4781.818939107692,4749.9823339630775,1
SELL,4786.3,2026-04-08 17:10:00,4762.5543759901175,2026-04-08 17:25:00,201.18752551887323,2.20000000000002,TP,10.793465459037494,4797.093465459037,4762.5543759901175,1
SELL,4754.01,2026-04-08 17:35:00,4765.190491481753,2026-04-08 17:35:00,-93.46075049103825,-0.9999999999999882,SL,11.180491481753183,4765.190491481753,4729.412918740143,1
SELL,4760.21,2026-04-08 17:45:00,4734.960251362674,2026-04-08 17:55:00,203.55751456948425,2.200000000000005,TP,11.47715847151173,4771.687158471512,4734.960251362674,1
SELL,4746.95,2026-04-08 18:05:00,4759.309416730134,2026-04-08 18:35:00,-94.56171813182326,-0.999999999999994,SL,12.359416730134473,4759.309416730134,4719.759283193704,1
SELL,4755.61,2026-04-08 18:45:00,4733.091189796684,2026-04-08 20:55:00,205.95542209110985,2.199999999999974,TP,10.235822819688893,4765.845822819689,4733.091189796684,1
SELL,4739.96,2026-04-08 21:05:00,4723.8182454018815,2026-04-08 21:15:00,210.48644137712128,2.2000000000000477,TP,7.337161180962794,4747.297161180963,4723.8182454018815,1
